product_name,category,sub_category,supplier_prices,id,created_date,updated_date,created_by_id,created_by,is_sample
"Cytopoint 40 mg/ml 1 ml (ציטופוינט 40 מג/מ""""ל 1 מ"""")""""",,אחר,"{""מדי-מרקט"":1160}",693589a85b278514796ad06c,2025-12-07T14:05:28.109000,2026-01-01T11:23:17.246000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
W.A Otoscope Head (ראש אוטוסקופ W.A),ציוד,ציוד רפואי,"{""מדי-מרקט"":850}",693589a85b278514796ad05d,2025-12-07T14:05:28.109000,2026-01-04T14:56:07.698000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Profiber 500 mg ׁׁ(פרופייבר 500 מ״גׁׁׁׁׁׂׂ),מזון,מזון רפואי,"{}",693589a85b278514796ad08e,2025-12-07T14:05:28.109000,2026-01-05T15:04:57.598000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Cisapride 2.5 mg 100 tablets (ציסאפריד 2.5 מג 100 טבליות )""""",,תרופה,"{""מדי-מרקט"":200}",693589a85b278514796ad067,2025-12-07T14:05:28.109000,2026-01-01T11:23:13.709000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
proBNP- סנאפ חתול 5 בדיקות,,ציוד רפואי,"{""מדי-מרקט"":null,""וט-מרקט"":447}",693589a85b278514796ad085,2025-12-07T14:05:28.109000,2026-01-13T08:47:36.307000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"0.9% Saline Solution - 1000 ml (תמיסה סליין 0.9% - 1000 מ""ל)",תרופות,תרופות בהזרקה,"{""מדי-מרקט"":9}",693589a85b278514796ad04e,2025-12-07T14:05:28.109000,2026-01-05T15:06:17.093000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
חול Kit4Cat,ציוד,ציוד רפואי,"{""מדי-מרקט"":35}",693589a85b278514796ad06a,2025-12-07T14:05:28.109000,2026-01-05T15:06:33.007000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Autoclave envelopes for sterilization 360X190 mm 200 pcs (מעטפות לאוטוקלאב לסטריליזציה 360X190 מ""מ 200 יח')",ציוד,ציוד רפואי,"{""מדי-מרקט"":90}",693589a85b278514796ad087,2025-12-07T14:05:28.109000,2026-01-05T14:09:09.039000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Doxycycline 100 mg 100 tablets (דוקסיציקלין 100 מג 100 טבליות)""""",,תרופה,"{""מדי-מרקט"":130}",693589a85b278514796ad052,2025-12-07T14:05:28.109000,2026-01-01T11:22:58.035000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Phenylpropanolamine hydrochloride 50 mg - 100 IU (פנילפרופנולמין הידרוכלוריד 50 מג - 100 י'ח)""""",,אחר,"{""מדי-מרקט"":150}",693589a85b278514796ad07d,2025-12-07T14:05:28.109000,2026-01-01T11:23:29.411000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Otoscope Speculum Set (סט ספקולות לאוטוסקופ),,ציוד רפואי,"{""מדי-מרקט"":130}",693589a85b278514796ad05c,2025-12-07T14:05:28.109000,2026-01-01T11:23:05.936000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Regular food for adult dogs, large chicken flavor, 3 kg (אוכל רגיל לכלב בוגר טעם עוף גדול 3 קג )""""",,מזון,"{""מדי-מרקט"":102}",693589a85b278514796ad07e,2025-12-07T14:05:28.109000,2026-01-01T11:23:30.086000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Dasuquin Nutramax Joint Supplement for Large Dogs - 84 Snacks (תוסף מפרק  Dasuquin Nutramax לכלב גדול -  84 חטיפים),מזון,מזון רפואי,"{""מדי-מרקט"":178}",693589a85b278514796ad055,2025-12-07T14:05:28.109000,2026-01-05T14:07:32.186000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Pantoprazole 40 mg for injection - Contraloc/Osron (פנטופרזול 40 מג להזרקה - קונטרלוק/אוסרון)""""",,תרופה,"{""מדי-מרקט"":12}",693589a85b278514796ad054,2025-12-07T14:05:28.109000,2026-01-01T11:23:00.332000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Nobivac KC vaccine 1 dose (תרכיב נוביווק KC 1 מנה),,תרופה,"{""מדי-מרקט"":49}",693589a85b278514796ad071,2025-12-07T14:05:28.109000,2026-01-01T11:23:20.768000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
micro haematocrit tubes (צינורות מיקרו המטוקריט - קפילרות),ציוד,ציוד רפואי,"{""מדי-מרקט"":18}",693589a85b278514796ad044,2025-12-07T14:05:28.109000,2026-01-04T16:19:00.268000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Cortevance Topical Spray - Virbac 76 ml (קורטבנס תרסיס טופיקלי - וירבק 76 מל)""""",תכשירים,טיפול מונע,"{""מדי-מרקט"":100}",693589a85b278514796ad065,2025-12-07T14:05:28.109000,2026-01-04T14:53:55.117000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Dermosant Essential 6 Dog 20-40 kg (דרמוסנט אסנשיאל 6 כלב 20-40 קג)""""",,אחר,"{""מדי-מרקט"":77}",693589a85b278514796ad05f,2025-12-07T14:05:28.109000,2026-01-01T11:23:08.052000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Cosequin Nutamax Joint Supplement for Dogs 120 Snacks (תוסף מפרק Cosequin Nutamax לכלב 120 חטיפים),מזון,מזון רפואי,"{""מדי-מרקט"":187}",693589a85b278514796ad07b,2025-12-07T14:05:28.109000,2026-01-05T14:07:53.754000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Handle for otoscope/ophthalmoscope (ידית לאוטוסקופ/אופטלמוסקופ),,ציוד רפואי,"{""מדי-מרקט"":713}",693589a85b278514796ad05e,2025-12-07T14:05:28.109000,2026-01-01T11:23:07.383000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Levothyroxine 0.6 mg 100 tav (לווטירוקסין 0.6 מ""ג 100 טבליות)",,תרופה,"{""מדי-מרקט"":null,""וט-מרקט"":140}",693589a85b278514796ad062,2025-12-07T14:05:28.109000,2026-01-06T08:29:36.390000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Toboss Cruise 8.5 + Balloon (טובוס קרוז 8.5 + בלון),ציוד,ציוד רפואי,"{""מדי-מרקט"":10}",693589a85b278514796ad082,2025-12-07T14:05:28.109000,2026-01-04T14:57:42.794000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Sterile 6.5 surgical gloves (כפפות ניתוח 6.5 סטריליות),ציוד,ציוד רפואי,"{""מדי-מרקט"":1.5}",693589a85b278514796ad08f,2025-12-07T14:05:28.109000,2026-01-04T16:52:44.238000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Norocarp 100 mg - 100 tablets (נורוקארפ 100 מג - 100 טבליות)""""",,אחר,"{""מדי-מרקט"":240}",693589a85b278514796ad083,2025-12-07T14:05:28.109000,2026-01-01T11:23:33.669000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
FIV AIDS Kit (קיט איידס FIV),,ציוד רפואי,"{}",693589a85b278514796acff5,2025-12-07T14:05:28.108000,2026-01-01T11:23:49.020000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Ketamine (קטמין 10 מל)""""",,תרופה,"{""מדי-מרקט"":45}",693589a85b278514796acff4,2025-12-07T14:05:28.108000,2026-01-01T11:23:48.314000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Foodis Duck Bites Snack 100 grams (חטיף פודיס נגיסי ברווז 100 גרם),מזון,חטיפים,"{""מדי-מרקט"":6}",693589a85b278514796ad021,2025-12-07T14:05:28.108000,2026-01-05T14:06:28.973000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Prednicare 5Mg - 1000 tabs (פרדניקר טבליות),,ציוד רפואי,"{""מדי-מרקט"":340}",693589a85b278514796ad027,2025-12-07T14:05:28.108000,2026-01-01T11:24:22.105000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
משחת שיניים 100 גרם - C.E.T VIBRAC,תכשירים,משחת שיניים,"{""מדי-מרקט"":43}",693589a85b278514796ad037,2025-12-07T14:05:28.108000,2026-01-05T15:06:36.230000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
pres10+hydro 20,,תרופה,"{}",693589a85b278514796ad01f,2025-12-07T14:05:28.108000,2026-01-01T11:24:17.143000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Enrofloxacin 5% 100 ml for injection (אנרופלוקססין 5% 100 מל להזרקה)""""",,תרופה,"{""מדי-מרקט"":120}",693589a85b278514796ad02d,2025-12-07T14:05:28.108000,2026-01-01T11:24:26.230000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Fiberplex 15ml (פייברפלקס מל )""""",מזון,מזון רפואי,"{""לינביץ"":40}",693589a85b278514796ad030,2025-12-07T14:05:28.108000,2026-01-04T15:21:56.543000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Large elastic bandage (תחבושת אלסטית גדולה),,ציוד רפואי,"{}",693589a85b278514796ad00b,2025-12-07T14:05:28.108000,2026-01-01T11:24:04.277000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Toboss Cruise 3.5 + Balloon (טובוס קרוז  3.5 + בלון),ציוד,ציוד רפואי,"{""מדי-מרקט"":10}",693589a85b278514796ad01a,2025-12-07T14:05:28.108000,2026-01-04T14:57:35,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Latex gloves 100 pcs - S (כפפות לטקס 100 יח' - S),ציוד,ציוד רפואי,"{""מדי-מרקט"":16}",693589a85b278514796ad023,2025-12-07T14:05:28.108000,2026-01-04T15:47:31.063000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Levothyroxine 0.1 mg 100 tav (לווטירוקסין  0.1  מג 100 טבליות)""""",,תרופה,"{""מדי-מרקט"":null,""וט-מרקט"":130,""לינביץ"":null}",693589a85b278514796ad01e,2025-12-07T14:05:28.108000,2026-01-01T11:24:16.440000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Dolvit Cayenne 90 pes (דולוויט קאיין 90 יחידות),,תכשיר,"{}",693589a85b278514796ad036,2025-12-07T14:05:28.108000,2026-01-01T11:24:32.530000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Tacrolimus 0.03 ophthalmic solution 10 ml (תמיסה אופטלמית טקרולימוס 0.03 10 מל)""""",,תרופה,"{""מדי-מרקט"":180}",693589a85b278514796ad018,2025-12-07T14:05:28.108000,2026-01-01T11:24:12.252000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Pred 10 mg + Hydro' 20 mg 100 tabs (פרד 10 מג + הידרו 20 מ""""ג טבליות)""""",,תרופה,"{""מדי-מרקט"":260}",693589a85b278514796ad035,2025-12-07T14:05:28.108000,2026-01-01T11:24:31.856000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Yellow catheter - dog 6FG (קטטר צהוב - כלב 6FG),,ציוד רפואי,"{""מדי-מרקט"":250}",693589a85b278514796acff3,2025-12-07T14:05:28.108000,2026-01-01T11:23:47.621000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Nexgard 10-25 kg for dogs (נקסגארד 10-25 קג לכלב)""""",,תכשיר,"{}",693589a85b278514796ad038,2025-12-07T14:05:28.108000,2026-01-01T11:24:33.894000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Foodis Lamb and Cod Bites Snack - 80 grams (חטיף פודיס נגיסי כבש ודג קוד - 80 גרם),מזון,חטיפים,"{""מדי-מרקט"":5}",693589a85b278514796ad020,2025-12-07T14:05:28.108000,2026-01-05T14:07:10.691000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Tube 3 + balloon (טובוס 3 + בלון),ציוד,ציוד רפואי,"{""מדי-מרקט"":10}",693589a85b278514796ad019,2025-12-07T14:05:28.108000,2026-01-04T14:57:11.206000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Antimicrobial Shampoo – Hex-4-Derm (שמפו אנטי מיקרוביאלי – הקס- 4-דרם),תכשירים,שמפו,"{}",693589a85b278514796ad006,2025-12-07T14:05:28.108000,2026-01-04T14:11:37.482000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Red catheter - dog (קטטר אדום - כלב),,ציוד רפואי,"{""מדי-מרקט"":25}",693589a85b278514796acfee,2025-12-07T14:05:28.108000,2026-01-01T11:23:44.186000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Tranexamic - Med for injection 100 mg - 5 ampoules (טרנקסמיק - מדו להזרקה 100 מג -5 אמפולות)""""",,תרופה,"{}",693589a85b278514796ad02a,2025-12-07T14:05:28.108000,2026-01-01T11:24:24.769000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Dermosant Spot On 6 - 4 pcs (דרמוסנט ספוט און 6 - 4 יח),,אחר,"{}",693589a85b278514796ad034,2025-12-07T14:05:28.108000,2026-01-01T11:24:31.187000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"pethidine 50 mg/ml (פטידין 50 מג/מ""""ל)""""",,תרופה,"{}",693589a85b278514796ad02b,2025-12-07T14:05:28.108000,2026-01-01T11:24:25.513000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Ciclosporin 28Mg 100 Tabs (ציקלוספורין 28 מג 100 טבליות)""""",,תרופה,"{""מדי-מרקט"":220}",693589a85b278514796ad010,2025-12-07T14:05:28.108000,2026-01-01T11:24:07.361000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
White catheter - dog (קטטר לבן - כלב),ציוד,ציוד רפואי,"{}",693589a85b278514796acff2,2025-12-07T14:05:28.108000,2026-01-04T14:55:53.739000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Nexguard Combo Cat Less 2.5 (נקסגארד קומבו חתול פחות 2.5 ק""ג )",,תכשיר,"{""מדי-מרקט"":null,""לינביץ"":179}",693589a85b278514796ad039,2025-12-07T14:05:28.108000,2026-01-13T06:36:55.744000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Bolvia - removes and prevents fur balls (בולוויה - מסלק ומונע כדורי פרווה),תכשירים,אחר,"{""לינביץ"":58}",693589a85b278514796ad032,2025-12-07T14:05:28.108000,2026-01-04T14:17:58.818000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Kit Ziardia (קיט זיארדיה),,ציוד רפואי,"{}",693589a85b278514796acff6,2025-12-07T14:05:28.108000,2026-01-01T11:23:49.690000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Paraffin oil (שמן פרפין),,ציוד רפואי,"{}",693589a85b278514796ad005,2025-12-07T14:05:28.108000,2026-01-01T11:24:00.065000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
industrial paper (נייר תעשייתי),ציוד,ציוד רפואי,"{""מדי-מרקט"":null,""וט-מרקט"":45}",693589a85b278514796ad00d,2025-12-07T14:05:28.108000,2026-01-04T16:46:27.169000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Waco + Serum 5 ml Yellow Test Tubes - 50 pcs ( מבחנות וואקו' + סרום 5 מ""ל צהוב - 50 יח')",ציוד,ציוד רפואי,"{""מדי-מרקט"":3.71}",693589a85b278514796ad024,2025-12-07T14:05:28.108000,2026-01-04T15:37:58.564000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Cardisor 2.5 mg (קרדישור 2.5 מג)""""",,תרופה,"{""מדי-מרקט"":270}",693589a85b278514796acffe,2025-12-07T14:05:28.108000,2026-01-01T11:23:55.291000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Cardiosure 10 mg (קרדיוסור 10 מג - 100 טבליות)""""",,תרופה,"{""מדי-מרקט"":370}",693589a85b278514796acffd,2025-12-07T14:05:28.108000,2026-01-01T11:23:54.581000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Rimadyl 50 mg injection (רימדיל 50 מג הזרקה)""""",,תרופה,"{""מדי-מרקט"":150}",693589a85b278514796ad002,2025-12-07T14:05:28.108000,2026-01-01T11:23:57.977000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Dolpus Tablets Against Eating Feces 90 Tablets ( דולפוס טבליות נגד אכילת צואה 90 י'ח),,תרופה,"{""מדי-מרקט"":50}",693589a85b278514796ad01b,2025-12-07T14:05:28.108000,2026-01-01T11:24:14.363000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
שעלת KC,תרופות,תרופות בהזרקה,"{}",693589a85b278514796ad009,2025-12-07T14:05:28.108000,2026-01-04T14:05:10.767000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
White catheter - Cat 4FG (קטטר לבן - חתול 4FG),ציוד,ציוד רפואי,"{""מדי-מרקט"":28}",693589a85b278514796acff1,2025-12-07T14:05:28.108000,2026-01-04T14:56:00.552000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"maropitant cltrate 60 mg (מרופיטנט קלטרט 60 מג כדורים)""""",,תרופה,"{""מדי-מרקט"":160}",693589a85b278514796ad03e,2025-12-07T14:05:28.108000,2026-01-01T11:24:38.436000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Foodis Snack Sticks Chicken and Beef Skin - 100 grams (חטיף פודיס מקלוני לעיסה עוף ועור בקר - 100 גרם),מזון,חטיפים,"{""מדי-מרקט"":7}",693589a85b278514796ad014,2025-12-07T14:05:28.108000,2026-01-04T15:22:40.744000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"White cloth plaster 2.5 cm - 5 meters (פלסטר בד לבן 2.5 ס""מ - 5 מטר )",ציוד,ציוד רפואי,"{""מדי-מרקט"":7.92}",693589a85b278514796ad011,2025-12-07T14:05:28.108000,2026-01-04T15:45:59.994000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Canidryl Snap 100 Mg 100 Tabs For Dogs (קנידריל 100 מ""ג 100 טבליות לכלבים)",תרופות,שיכוך כאבים והרגעה,"{""מדי-מרקט"":199}",693589a85b278514796acffb,2025-12-07T14:05:28.108000,2026-01-04T15:25:34.927000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"cllndamycln 220 mg (קלנדאמיקלן 220 מג כדורים)""""",,תרופה,"{}",693589a85b278514796ad03d,2025-12-07T14:05:28.108000,2026-01-01T11:24:37.705000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Clindamycin 220 mg (קלינדמציין 220 מג)""""",,תרופה,"{""מדי-מרקט"":170}",693589a85b278514796acffa,2025-12-07T14:05:28.108000,2026-01-01T11:23:52.463000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Herbderm Shampoo 250ml (הרבדרם שמפו 250 מל)""""",,תכשיר,"{}",693589a85b278514796ad02f,2025-12-07T14:05:28.108000,2026-01-01T11:24:27.841000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Schepedal 100 pcs (שפדל 100 יח'),ציוד,ציוד רפואי,"{""מדי-מרקט"":4.5}",693589a85b278514796ad00a,2025-12-07T14:05:28.108000,2026-01-04T16:45:23.310000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Ronip Ear Drops 15 ML (טיפות אוזניים רוניפ 15 מ""ל)",תרופות,עיניים,"{""מדי-מרקט"":23}",693589a85b278514796ad001,2025-12-07T14:05:28.108000,2026-01-04T16:49:37.995000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Dust off plaque (פלאק אוף אבקה),,תכשיר,"{}",693589a85b278514796ad02e,2025-12-07T14:05:28.108000,2026-01-01T11:24:26.960000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Kit Pervo (קיט פרוו),,ציוד רפואי,"{}",693589a85b278514796acff7,2025-12-07T14:05:28.108000,2026-01-01T11:23:50.396000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
urine kit (קיט שתן),ציוד,ציוד רפואי,"{""מדי-מרקט"":74}",693589a85b278514796acff8,2025-12-07T14:05:28.108000,2026-01-04T14:56:49.800000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"אסיוול 10 מ""ג/2 מ""ל (10 אמפ')",תרופות,שיכוך כאבים והרגעה,"{""מדי-מרקט"":30}",693589a85b278514796ad022,2025-12-07T14:05:28.108000,2026-01-05T15:06:31.148000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Dectomax 500 ml (דקטומקס 500 מל)""""",,תרופה,"{""מדי-מרקט"":1750}",693589a85b278514796ad01c,2025-12-07T14:05:28.108000,2026-01-01T11:24:15.078000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Bravecto to dog (ברבקטו לכלב אמפולה 40-56),תכשירים,טיפול מונע,"{""מדי-מרקט"":null,""וט-מרקט"":196}",693589a85b278514796ad03a,2025-12-07T14:05:28.108000,2026-01-06T08:32:11.862000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Sterile gloves with talc, size 6 - 50 pcs (כפפות סטריליות עם טלק מידה 6 - 50 יח')",ציוד,ציוד רפואי,"{""מדי-מרקט"":84}",693589a85b278514796ad025,2025-12-07T14:05:28.108000,2026-01-04T15:39:09.659000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Foodis Beef Bites Snack - 100 grams (חטיף פודיס נגיסי בקר - 100 גרם),מזון,חטיפים,"{""מדי-מרקט"":6}",693589a85b278514796ad013,2025-12-07T14:05:28.108000,2026-01-04T15:22:32.902000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"marbofloxacin 100 mg (מרבופלוקסצין 100 מג כדורים)""""",,תרופה,"{}",693589a85b278514796ad03c,2025-12-07T14:05:28.108000,2026-01-01T11:24:37.028000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
OXYFRESH Teeth Cleaning Gel -113 grams (ג'ל לניקוי שיניים -113 גרם) ,תכשירים,משחת שיניים,"{""מדי-מרקט"":39}",693589a85b278514796ad028,2025-12-07T14:05:28.108000,2026-01-04T15:50:04.164000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Sonotic ear cleaning solution 120 ml (סונוטיק תמיסה לניקוי אוזניים 120 מ""ל)",,תכשיר,"{}",693589a85b278514796ad031,2025-12-07T14:05:28.108000,2026-01-06T08:38:02.940000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Permox Shampoo 1 (שמפו פרמוקס 1),,תכשיר,"{}",693589a85b278514796ad008,2025-12-07T14:05:28.108000,2026-01-01T11:24:02.176000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Clindamycin 150 mg (קלינדמיצין 150 מג)""""",,תרופה,"{}",693589a85b278514796acff9,2025-12-07T14:05:28.108000,2026-01-01T11:23:51.781000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
7-parameter rotor - 20 pcs (רוטור 7 פרמטרים - 20 יח'),בדיקות,בדיקות מעבדה,"{""מדי-מרקט"":1680}",693589a85b278514796acfff,2025-12-07T14:05:28.108000,2026-01-06T07:39:16.916000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Rotors 24 gauge - 10 pcs (רוטורים 24  מדדים - 10 יח'),בדיקות,בדיקות מעבדה,"{""מדי-מרקט"":700}",693589a85b278514796ad000,2025-12-07T14:05:28.108000,2026-01-04T15:21:15.197000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Orange catheter - dog (קטטר כתום - כלב),,ציוד רפואי,"{}",693589a85b278514796acff0,2025-12-07T14:05:28.108000,2026-01-01T11:23:45.590000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Schirmer test (שירמר טסט),,ציוד רפואי,"{}",693589a85b278514796ad004,2025-12-07T14:05:28.108000,2026-01-01T11:23:59.391000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Pink catheter - cat (קטטר ורוד - חתול),,ציוד רפואי,"{""מדי-מרקט"":28}",693589a85b278514796acfef,2025-12-07T14:05:28.108000,2026-01-01T11:23:44.900000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
ריפוד (ניסן),,ציוד רפואי,"{}",693589a85b278514796ad003,2025-12-07T14:05:28.108000,2026-01-01T11:23:58.669000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Simple elastic bandage (תחבושת אלסטית פשוטה),,ציוד רפואי,"{}",693589a85b278514796ad00c,2025-12-07T14:05:28.108000,2026-01-01T11:24:05.237000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Armil Shampoo 250 mg (שמפו ארמיל 250 מג)""""",תכשירים,שמפו,"{""מדי-מרקט"":58}",693589a85b278514796ad007,2025-12-07T14:05:28.108000,2026-01-04T14:13:39.426000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Metoclopramide 5 mg/ml 30 ml syrup (מטוקלופרמיד 5 מג/מ""""ל 30 מ""""ל סירופ)""""",,תרופה,"{}",693589a85b278514796ad03b,2025-12-07T14:05:28.108000,2026-01-01T11:24:35.978000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Alsaron 40 mg (אלסרון 40 מ""ג)",תרופות,,"{}",693589a85b278514796ad029,2025-12-07T14:05:28.108000,2026-01-06T07:20:18.147000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Canidryl Snap 20 Mg 100 Tabs For Dogs (קנידריל 20 מ""ג 100 טבליות לכלבים)",תרופות,שיכוך כאבים והרגעה,"{""מדי-מרקט"":90}",693589a85b278514796acffc,2025-12-07T14:05:28.108000,2026-01-04T16:07:36.033000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
60/90 cm sedinya - 30 pcs (סדיניה 60/90 סמ - 30 יח') - משטח החתלה ,ציוד,ציוד רפואי,"{""מדי-מרקט"":37}",693589a85b278514796ad00e,2025-12-07T14:05:28.108000,2026-01-05T15:06:24.386000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"levothyroxine 0.1 mg 100 tab (לבוטירוקסין 0.1 מג 100 טבליות)""""",,תרופה,"{""מדי-מרקט"":130}",693589a85b278514796ad016,2025-12-07T14:05:28.108000,2026-01-01T11:24:10.855000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Levothyroxine sodium 0.8 mg 100 tab (לבותירוקסין טבליות),,תרופה,"{""מדי-מרקט"":null,""וט-מרקט"":150}",693589a85b278514796ad033,2025-12-07T14:05:28.108000,2026-01-01T11:24:30.524000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Dodecyl Vitamin B1 (100 ml) (דודיסל ויטמין B1 (100 מל) """"",,תרופה,"{""מדי-מרקט"":90}",693589a85b278514796ad017,2025-12-07T14:05:28.108000,2026-01-01T11:24:11.566000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
