product_name,sub_category,category,client_price,supplier_price,supplier_name,notes,id,created_date,updated_date,created_by_id,created_by,is_sample
"White cloth plaster 3.75 cm (פלסטר בד לבן 3.75 סמ 10 מטר)""""",ציוד רפואי,ציוד,13,10,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42b3198c4587d48ccb0,2026-01-05T15:09:31.247000,2026-01-05T15:09:31.247000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
White catheter - dog (קטטר לבן - כלב),ציוד רפואי,ציוד,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42b0dae0f1b58742367,2026-01-05T15:09:31.009000,2026-01-05T15:09:31.009000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
White catheter - Cat 4FG (קטטר לבן - חתול 4FG),ציוד רפואי,ציוד,36.4,28,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42a1ee7909745377eab,2026-01-05T15:09:30.781000,2026-01-05T15:09:30.781000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
W.A Otoscope Head (ראש אוטוסקופ W.A),ציוד רפואי,ציוד,1105,850,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42ad7abe01b68d738b4,2026-01-05T15:09:30.391000,2026-01-05T15:09:30.391000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Tube 5 + balloon (טובוס 5 + בלון),ציוד רפואי,ציוד,4.55,3.5,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42995f8cb5614895c3d,2026-01-05T15:09:29.813000,2026-01-05T15:09:29.813000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Tube 3 + balloon (טובוס 3 + בלון),ציוד רפואי,ציוד,13,10,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4297f7f9bba62f2c2fc,2026-01-05T15:09:29.368000,2026-01-05T15:09:29.368000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Tissue glue 2.5 grams (דבק רקמות 2.5 גרם),ציוד רפואי,ציוד,104,80,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd429ff6dd1fc79966f91,2026-01-05T15:09:29.154000,2026-01-05T15:09:29.154000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Toboss Cruise 3.5 + Balloon (טובוס קרוז  3.5 + בלון),ציוד רפואי,ציוד,13,10,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42815ff83ec851bb5d5,2026-01-05T15:09:28.819000,2026-01-05T15:09:28.819000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Toboss Cruise 8.5 + Balloon (טובוס קרוז 8.5 + בלון),ציוד רפואי,ציוד,13,10,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4284f1fe744cf535c7f,2026-01-05T15:09:28.534000,2026-01-05T15:09:28.534000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
thermometer (מד חום),ציוד רפואי,ציוד,15.600000000000001,12,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42807e6ef739fda2be3,2026-01-05T15:09:28.311000,2026-01-05T15:09:28.311000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Suture scalpel 12 - 100 pcs (סקלפל לתפרים 12 - 100 יח'),ציוד רפואי,ציוד,52,40,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4279bf0dd12ba4650d3,2026-01-05T15:09:27.711000,2026-01-05T15:09:27.711000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Surgical instrument cleaning brush (מברשת לניקוי כלים כירורגיים),ציוד רפואי,ציוד,32.5,25,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4273e8633c2435a32f6,2026-01-05T15:09:27.420000,2026-01-05T15:09:27.420000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Infusion extensor 120 cm - 40 pcs (אקסטנסור אינפוזיה 120 ס""מ - 40 יח')",ציוד רפואי,ציוד,2.0020000000000002,1.54,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4269c4eb73b46c2b6ff,2026-01-05T15:09:26.423000,2026-01-05T15:09:26.423000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Fiberplex 15ml (פייברפלקס מל )""""",מזון רפואי,מזון,52,40,לינביץ,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4255ba9e0ea12600894,2026-01-05T15:09:25.615000,2026-01-05T15:09:25.615000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Fusible wire 0-5 (חוט נמס 0-5),ציוד רפואי,ציוד,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42534cbeab779116c32,2026-01-05T15:09:25.057000,2026-01-05T15:09:25.057000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Red cork - 100 pcs (פקק אדום - 100 יח'),ציוד רפואי,ציוד,51.480000000000004,39.6,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42309fc499a412e619b,2026-01-05T15:09:23.847000,2026-01-05T15:09:23.847000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Elizabethan collar 12.5 cm - 10 pcs (קולר אליזבטי 12.5 ס""מ - 10 יח')",ציוד רפואי,ציוד,20.8,16,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd423bb7328ab076d8659,2026-01-05T15:09:23.548000,2026-01-05T15:09:23.548000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Metrocare Flavour 500 Mg 100 Tabs  (מטרוקר 500 מ""ג 100 טבליות)",אנטיביוטיקה,תרופות,273,210,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd423e4e58f56923fb2f9,2026-01-05T15:09:23.262000,2026-01-05T15:09:23.262000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Cephacare 500 mg - 100 Tabs  (צפקר 500 מ""ג - 100 טבליות)",אנטיביוטיקה,תרופות,221,170,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4225cfb0eb3793b033a,2026-01-05T15:09:22.981000,2026-01-05T15:09:22.981000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Amoxiclav Syrup 150mg/ml 30 Ml (אמוקסי סירופ 150 מ""ג 30 מ""ל) ",אנטיביוטיקה,תרופות,48.1,37,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42232e3721763134554,2026-01-05T15:09:22.659000,2026-01-05T15:09:22.659000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Waco + Serum 5 ml Yellow Test Tubes - 50 pcs ( מבחנות וואקו' + סרום 5 מ""ל צהוב - 50 יח')",ציוד רפואי,ציוד,4.823,3.71,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42258346d3de06a6475,2026-01-05T15:09:22.221000,2026-01-05T15:09:22.221000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Sterile gloves with talc, size 6 - 50 pcs (כפפות סטריליות עם טלק מידה 6 - 50 יח')",ציוד רפואי,ציוד,109.2,84,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd421898066aad91cc870,2026-01-05T15:09:21.970000,2026-01-05T15:09:21.970000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Gauze pad with blue stripe 10*10 cm (פד גזה עם פס כחול 10*10 ס""מ )",ציוד רפואי,ציוד,63.7,49,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42148d8e7e10bdd9eec,2026-01-05T15:09:21.614000,2026-01-05T15:09:21.614000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Lidocaine 2% 10 ML X 5 Amp (לידוקאין 2% 10 מ""ל X 5 0 אמפולות)",תרופות בהזרקה,תרופות,40.95,31.5,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42181ed101b6d6c1108,2026-01-05T15:09:21.079000,2026-01-05T15:09:21.079000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Glue remover spray 50 ml ( תרסיס להסרת דבק 50 מ""ל )",ציוד רפואי,ציוד,76.7,59,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42060ea5c5a6d9b5a27,2026-01-05T15:09:20.637000,2026-01-05T15:09:20.637000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"White cloth plaster 2.5 cm - 5 meters (פלסטר בד לבן 2.5 ס""מ - 5 מטר )",ציוד רפואי,ציוד,10.296,7.92,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd420c7cf9c0a5f505654,2026-01-05T15:09:20.295000,2026-01-05T15:09:20.295000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Prednisolone 5 mg - 1000 units (פרדניסולון 5 מג - 1,000 יח')",סטרואידים ואנטיהיסטמינים,תרופות,442,340,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd420bad55cee488de611,2026-01-05T15:09:20.022000,2026-01-05T15:09:20.022000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Latex gloves 100 pcs - S (כפפות לטקס 100 יח' - S),ציוד רפואי,ציוד,20.8,16,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd41ffbfc1a0fbaaaa638,2026-01-05T15:09:19.567000,2026-01-05T15:09:19.567000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
OXYFRESH Teeth Cleaning Gel -113 grams (ג'ל לניקוי שיניים -113 גרם) ,משחת שיניים,תכשירים,50.7,39,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd41f9933e403e5c5e597,2026-01-05T15:09:19.099000,2026-01-05T15:09:19.099000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Orange needle 100 pcs (מחט כתומה 100 יח' G25 ),ציוד רפואי,ציוד,7.800000000000001,6,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd41d1a9416442a7fb48d,2026-01-05T15:09:17.641000,2026-01-05T15:09:17.641000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Distilled water - 5 liters (מים מזוקקים - 5 ליטר),ציוד רפואי,ציוד,24.7,19,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd41dfb8ad202dbfe6b84,2026-01-05T15:09:17.290000,2026-01-05T15:09:17.290000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Doxylin Syrup 50Mg/ml 30 ML - (דוקסילין סירופ 50 מ""ג/מ""ל 30 מ""ל)",אנטיביוטיקה,תרופות,27.3,21,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd41dcc2a9ea14103eda6,2026-01-05T15:09:17.019000,2026-01-05T15:09:17.019000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Canidryl Snap 20 Mg 100 Tabs For Dogs (קנידריל 20 מ""ג 100 טבליות לכלבים)",שיכוך כאבים והרגעה,תרופות,117,90,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd41ce6082ceae8dd26f3,2026-01-05T15:09:16.619000,2026-01-05T15:09:16.619000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Short rap video 6 sm 12 pcs (וט ראפ קצר 12 יח' - 6 ס""מ)",ציוד רפואי,ציוד,9.295,7.15,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd41cb225cc573a2ad765,2026-01-05T15:09:16.330000,2026-01-05T15:09:16.330000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Midazolam Kalceks 5Mg/Ml 3ML X 10Amp (מידזולם קלצ'קס 5 מג/מ""ל 3 מ""ל X 10 אמפר)",שיכוך כאבים והרגעה,תרופות,41.6,32,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd41a7ee1900614e8de2f,2026-01-05T15:09:14.154000,2026-01-05T15:09:14.154000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Ompredex 20 mg - 30 ps (אומפרדקס 20 מ""ג - 30 יח')",גאסטרו,תרופות,46.800000000000004,36,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4195ba9e0ea1260088f,2026-01-05T15:09:13.586000,2026-01-05T15:09:13.586000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Mirtazapine 3 Mg/0.1Ml 0.5Ml Transdermal gel (מירטזפין 3 מג/0.1 מ""ל 0.5 מ""ל ג'ל עורי)",עור,תרופות,36.4,28,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd41989a95f0e4e464e56,2026-01-05T15:09:13.062000,2026-01-05T15:09:13.062000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
micro haematocrit tubes (צינורות מיקרו המטוקריט - קפילרות),ציוד רפואי,ציוד,23.400000000000002,18,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd41811e9384b3a890969,2026-01-05T15:09:12.331000,2026-01-05T15:09:12.331000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Ompredex 20 mg - 30 ps  (אומפרודקס 10 מ""ג - 30 יח')",גאסטרו,תרופות,31.200000000000003,24,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd417fcc800f0db60a3ea,2026-01-05T15:09:11.833000,2026-01-05T15:09:11.833000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
laboratory fluid (נוזל מעבדה - Diluent),ציוד רפואי,ציוד,429,330,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4174d503bf7aca58746,2026-01-05T15:09:11.297000,2026-01-05T15:09:11.297000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"probe cleanser 25 ml (ניקוי בדיקה 25 מ""ל)",ציוד רפואי,ציוד,107.9,83,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4174fc6bbb5f4fcaca3,2026-01-05T15:09:11.034000,2026-01-05T15:09:11.034000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Gabapentin 100 mg - 100 tabs (גבפנטין 100 מ""ג - 100 טבליות)",שיכוך כאבים והרגעה,תרופות,208,160,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd416bb2b9491823c175c,2026-01-05T15:09:10.320000,2026-01-05T15:09:10.320000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Prednisolone Syrup 5Mg/ml 30ML (פרדניסולון  סירופ 5 מג/מ""ל 30 מ""ל)",סטרואידים ואנטיהיסטמינים,תרופות,27.3,21,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4153fbb75b371eb679e,2026-01-05T15:09:09.869000,2026-01-05T15:09:09.869000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Chemistry test tubes -50 pcs (מבחנות כימיה -50 יח'),ציוד רפואי,ציוד,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd415988b844de87f165b,2026-01-05T15:09:09.633000,2026-01-05T15:09:09.633000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Schepedal 100 pcs (שפדל 100 יח'),ציוד רפואי,ציוד,5.8500000000000005,4.5,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd41452fb62acb369a5ce,2026-01-05T15:09:08.855000,2026-01-05T15:09:08.855000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
industrial paper (נייר תעשייתי),ציוד רפואי,ציוד,0,,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd414f286492e83e29d2c,2026-01-05T15:09:08.540000,2026-01-05T15:09:08.540000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Prednisolone Syrup 20Mg/ml 30ML (פרדניסולון סירופ 20 מג/מ""ל 30 מ""ל)",סטרואידים ואנטיהיסטמינים,תרופות,37.7,29,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd41367954eb6ad759655,2026-01-05T15:09:07.946000,2026-01-05T15:09:07.946000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"ocil 5mg Termycin  (טרמיצין 5 מ""ג)",עיניים,תרופות,37.7,29,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd413bc9df4a8d36a8c42,2026-01-05T15:09:07.707000,2026-01-05T15:09:07.707000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"SEPTAL SCRUB 500 ML (ספטל סקראב 500 מ""ל)",ציוד רפואי,ציוד,41.6,32,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4125555f8ff27524b2b,2026-01-05T15:09:06.732000,2026-01-05T15:09:06.732000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Latex gloves 100 pcs - M (כפפות לטקס 100 יח' - M),ציוד רפואי,ציוד,20.8,16,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd41240f7f82c6f7c6768,2026-01-05T15:09:06.465000,2026-01-05T15:09:06.465000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Latex gloves 100 pcs - L (כפפות לטקס 100 יח' - L),ציוד רפואי,ציוד,20.8,16,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4119f2ade885f4ef096,2026-01-05T15:09:05.739000,2026-01-05T15:09:05.739000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
EDTA counting tubes - 50 pcs (מבחנות ספירה EDTA סגול- 50 יח'),ציוד רפואי,ציוד,109.2,84,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd411789bfb276acaedc5,2026-01-05T15:09:05.305000,2026-01-05T15:09:05.305000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Ronip Ear Drops 15 ML (טיפות אוזניים רוניפ 15 מ""ל)",עיניים,תרופות,29.900000000000002,23,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd41048d8e7e10bdd9ee1,2026-01-05T15:09:04.829000,2026-01-05T15:09:04.829000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Metoclopramide/Pramine 10 mg - 2 mg 5* ampoules (מתוקלופראמיד/פרמין 10 מ""ג - 2 מ""ג 5* אמפולה)",גאסטרו,תרופות,15.86,12.2,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4109933e403e5c5e592,2026-01-05T15:09:04.465000,2026-01-05T15:09:04.465000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Sterile 6 surgical gloves (כפפות ניתוח 6 סטריליות),ציוד רפואי,ציוד,1.9500000000000002,1.5,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd40fd4e8259119dff21a,2026-01-05T15:09:03.812000,2026-01-05T15:09:03.812000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Sterile 6.5 surgical gloves (כפפות ניתוח 6.5 סטריליות),ציוד רפואי,ציוד,1.9500000000000002,1.5,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd40f93738d8d26e1d131,2026-01-05T15:09:03.600000,2026-01-05T15:09:03.600000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Envelopes for medicines (מעטפות לתרופות),ציוד רפואי,ציוד,105.3,81,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd40f0d82d26aa5f075c9,2026-01-05T15:09:03.306000,2026-01-05T15:09:03.306000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Prednisolone Acetate 25Mg/ml 50ML inj. (פרדניסולון 25 מג""/מ""ל 50 מ""ל - הזרקה)",סטרואידים ואנטיהיסטמינים,תרופות,104,80,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd40e15c62e73bb205e25,2026-01-05T15:09:02.911000,2026-01-05T15:09:02.911000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Diphenhydramine 100 mg/ml 20 ml (דיפנהידרמין 100 מ""ג/מ""ל 20 מ""ל להזרקה)",תרופות בהזרקה,תרופות,44.2,34,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd40ec004f9ccfe0ce389,2026-01-05T15:09:02.089000,2026-01-05T15:09:02.089000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Apomorphine 2.5 Mg/Ml 10ML inj (אפומורפין 2.5 מ""ג/מ""ל 10 מ""ל הזרקה)",גאסטרו,תרופות,115.7,89,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd40d10057c018b0a8952,2026-01-05T15:09:01.649000,2026-01-05T15:09:01.649000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Sterile urine cup 125 ml red screw cap (כוס שתן סטרילי 125 מ""ל מכסה הברגה אדום)",ציוד רפואי,ציוד,1.56,1.2,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd40dcc2a9ea14103ed9e,2026-01-05T15:09:01.173000,2026-01-05T15:09:01.173000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Tuberculin syringe 1 ml - 100 pcs (מזרק טוברקולין 1 מ""ל - 100 יח)",ציוד רפואי,ציוד,19.5,15,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd40ba321a8c1d0c9e7ce,2026-01-05T15:08:59.985000,2026-01-05T15:08:59.985000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Microscope cover glass 1,000 pcs. (זכוכית מכסה למיקרוסקופ 1,000 יח')",ציוד רפואי,ציוד,49.14,37.8,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd40b023f0ab5d9b346fd,2026-01-05T15:08:59.275000,2026-01-05T15:08:59.275000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Syringe 10ml (מזרק 10 מל),ציוד רפואי,ציוד,31.200000000000003,24,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd40a4184ae9e9439437f,2026-01-05T15:08:58.883000,2026-01-05T15:08:58.883000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Syringe 20ml (מזרק 20 מל),ציוד רפואי,ציוד,20.8,16,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd40abdc9531c7eea7f5e,2026-01-05T15:08:58.560000,2026-01-05T15:08:58.560000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Syringe 3ml - 100 pcs (מזרק 3 מ""ל  - 100 יח')",ציוד רפואי,ציוד,18.2,14,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4093a2d04bd3efd80b5,2026-01-05T15:08:57.877000,2026-01-05T15:08:57.877000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Syringe 5ml - 100 pcs (מזרק 5 מ""ל - 100 יח')",ציוד רפואי,ציוד,20.8,16,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd409fb98aa799da00cea,2026-01-05T15:08:57.400000,2026-01-05T15:08:57.400000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
