product_name,item_type,current_quantity,required_quantity,locations,location,last_counted_by,last_counted_date,id,created_date,updated_date,created_by_id,created_by,is_sample
"Convenience 10 ml (קונבניה 10 מל)""""",תרופה,1,1,"[{""location"":""חדר בדיקות 1"",""quantity"":1}]",,שירז איגנץ,2025-12-23T08:11:29.544Z,693bdcf40db66b811642fedd,2025-12-12T09:14:28.200000,2025-12-23T08:11:29.980000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Ethanol 70% - 5 liters (אתנול 70% - 5 ליטר),ציוד רפואי,7,4,"[{""location"":""חדר ניתוח"",""quantity"":2},{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":5}]",,שירז איגנץ,2025-12-12T09:14:20.104Z,693bdcec03fb1bea0594ebe4,2025-12-12T09:14:20.315000,2025-12-12T09:14:20.315000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Ivermactin 10Mg/Ml 50 ML inj (איברמקטין 10 מג/מ""""ל 50 מ""""ל)""""",תרופה,2,1,"[{""location"":""חדר בדיקות 1"",""quantity"":2}]",,שירז איגנץ,2025-12-12T09:13:49.201Z,693bdccd33d039a44d120c93,2025-12-12T09:13:49.370000,2025-12-12T09:13:49.370000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Gauze pad with marking (פד גזה עם סימון),ציוד רפואי,7,4,"[{""location"":""חדר ניתוח"",""quantity"":2},{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":5}]",,שירז איגנץ,2025-12-12T09:12:30.464Z,693bdc7e0f57384c139df036,2025-12-12T09:12:30.799000,2025-12-12T09:12:30.799000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Non-marking gauze pad (פד גזה ללא סימון),ציוד רפואי,6,6,"[{""location"":""חדר ניתוח"",""quantity"":6},{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":0}]",,שירז איגנץ,2026-01-11T07:41:30.443Z,693bdc61fe0aa8b0bc9acce0,2025-12-12T09:12:01.028000,2026-01-11T07:41:32.016000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Quick Solution (קוויקי סלושן) - צביעה אדום,ציוד רפואי,1,1,"[{""location"":""חדרי אשפוז"",""quantity"":1}]",,שירז איגנץ,2025-12-12T09:11:01.628Z,693bdc25746ec39b448554b5,2025-12-12T09:11:01.809000,2025-12-12T09:11:01.809000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Previcox 227 mg 60 pas(פרוויקוקס 227 מ''ג 60 י'ח),תרופה,2,1,"[{""location"":""חדר בדיקות 1"",""quantity"":1},{""location"":""חדר בדיקות 2"",""quantity"":1}]",,שירז איגנץ,2025-12-12T09:10:40.648Z,693bdc10a60074f97d66bf38,2025-12-12T09:10:40.845000,2025-12-12T09:10:40.845000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Prednisolone 20 mg pills (פרדניסולון 20 מג 100 -כדורים)""""",תרופה,2,2,"[{""location"":""חדר בדיקות 1"",""quantity"":1},{""location"":""חדר בדיקות 2"",""quantity"":1}]",,שירז איגנץ,2025-12-21T12:18:36.658Z,693bdbfbf7f81612ebc60498,2025-12-12T09:10:19.708000,2025-12-21T12:18:38.805000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Phenoxybenzamine Hcl 5mg - 50 tabs (פנוקסיבנזמין 5 מג טבליות)""""",תרופה,1,1,"[{""location"":""חדר בדיקות 1"",""quantity"":1}]",,שירז איגנץ,2025-12-12T09:10:01.381Z,693bdbe9a47f658fbf386cce,2025-12-12T09:10:01.550000,2025-12-12T09:10:01.550000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Phenobarbital 100 mg - 50 tabs (פנוברביטל 100 מג)""""",תרופה,0,1,"[{""location"":""חדר בדיקות 1"",""quantity"":1}]",,שירז איגנץ,2025-12-12T09:09:50.284Z,693bdbde9b7a514f018250e6,2025-12-12T09:09:50.478000,2026-01-12T07:10:08.496000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Scalpel 10 - 100 pcs (סקלפל 10 100 - י'ח),ציוד רפואי,2,2,"[{""location"":""חדר ניתוח"",""quantity"":2}]",,שירז איגנץ,2025-12-12T09:09:28.703Z,693bdbc8addaa40cd2dde579,2025-12-12T09:09:28.906000,2025-12-12T09:09:28.906000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Red cork - 100 pcs (פקק אדום - 100 יח'),ציוד רפואי,5,3,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":5}]",,שירז איגנץ,2025-12-12T09:08:38.083Z,693bdb965a3def2a485b5e09,2025-12-12T09:08:38.334000,2025-12-12T09:08:38.334000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Famotidine 10 mg/ml 20 ml inj (פמוטידין 10 מג/מ""""ל 20 מ""""ל זריקה)""""",תרופה,2,2,"[{""location"":""חדר ניתוח"",""quantity"":2}]",,שירז איגנץ,2026-01-04T13:17:01.960Z,693bdb5c73cfa5a68064f7c1,2025-12-12T09:07:40.392000,2026-01-04T13:17:05.688000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Formin (פורמין),תרופה,4,0,"[{""location"":""חדר ניתוח"",""quantity"":4}]",,שירז איגנץ,2025-12-12T09:07:24.964Z,693bdb4d33b08a620ce8f460,2025-12-12T09:07:25.129000,2025-12-12T09:07:25.129000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Metoclopramide 5 (מטוקלופרמיד 5 מג הזרקה)""""",תרופה,0,1,"[]",,שירז איגנץ,2025-12-12T09:06:25.969Z,693bdb127c5cc7fd2747c2e5,2025-12-12T09:06:26.140000,2025-12-12T09:06:26.140000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Sarnia for injection 10 mg-20 ml (סרניה להזרקה 10 מג -20 מ""""ל)""""",תרופה,2,2,"[{""location"":""חדר בדיקות 1"",""quantity"":2}]",,שירז איגנץ,2026-01-07T07:11:11.216Z,693bdaef48817108ef99fc14,2025-12-12T09:05:51.174000,2026-01-07T07:11:11.738000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
1 liter fluid bag - Hartmann  (שק נוזלים 1 ליטר - הרטמן (10 יח'),תרופה,20,10,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":20}]",,שירז איגנץ,2025-12-12T09:05:31.978Z,693bdadcc9934c42c6c86ad1,2025-12-12T09:05:32.211000,2025-12-12T09:05:32.211000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Mannitol solution 18% - 500 ml) (תמיסת מניטול 18% - 500 מל)""""",תרופה,1,1,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":1}]",,שירז איגנץ,2025-12-12T09:05:18.841Z,693bdacfcb3c3a93c10c5bc8,2025-12-12T09:05:19.025000,2025-12-12T09:05:19.025000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Distilled water - 5 liters (מים מזוקקים - 5 ליטר),ציוד רפואי,8,4,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":8}]",,שירז איגנץ,2025-12-12T09:04:54.788Z,693bdab79b6a0b0ccabadca9,2025-12-12T09:04:55.104000,2025-12-12T09:04:55.104000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"EDTA rinse malate (מלאקט שטיפה - 118 מל) """"",תרופה,7,6,"[{""location"":""חדר בדיקות 1"",""quantity"":6},{""location"":""חדר בדיקות 2"",""quantity"":1}]",,שירז איגנץ,2026-01-04T13:16:21.435Z,693bda0e53d9b7dd38402c3f,2025-12-12T09:02:06.769000,2026-01-04T13:16:25.101000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Midazolam Kalceks 5Mg/Ml 3ML X 10Amp (מידזולם קלצ'קס 5 מג/מ""""ל 3 מ""""ל X 10 אמפר)""""",תרופה,4,2,"[{""location"":""חדר ניתוח"",""quantity"":4}]",,שירז איגנץ,2025-12-12T09:00:17.044Z,693bd9a2cc88063e818d3fb9,2025-12-12T09:00:18.955000,2025-12-12T09:00:18.955000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Mirtazapine 3 Mg/0.1Ml 0.5Ml Transdermal gel (מירטזפין 3 מג/0.1 מ""""ל 0.5 מ""""ל ג'ל עורי)""""",תרופה,2,2,"[{""location"":""חדר בדיקות 1"",""quantity"":2}]",,שירז איגנץ,2025-12-12T08:59:44.445Z,693bd980e5722b19569071b2,2025-12-12T08:59:44.612000,2025-12-12T08:59:44.612000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Orange needle 100 pcs (מחט כתומה 100 יח' G25 ),ציוד רפואי,8,5,"[{""location"":""חדרי אשפוז"",""quantity"":8}]",,שירז איגנץ,2025-12-28T12:42:45.468Z,693bd96d6a07287b108839e6,2025-12-12T08:59:25.028000,2025-12-28T12:42:46.458000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Green needle 100 pcs (מחט ירוקה 100 יח' G21 ),ציוד רפואי,9,5,"[{""location"":""חדרי אשפוז"",""quantity"":9}]",,שירז איגנץ,2025-12-24T15:06:51.953Z,693bd95640de9ce4dab35925,2025-12-12T08:59:02.784000,2025-12-24T15:06:56.543000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Pink needle 100 pcs (מחט ורודה 100 יח' G18),ציוד רפואי,9,5,"[{""location"":""חדרי אשפוז"",""quantity"":9}]",,שירז איגנץ,2025-12-24T15:06:55.451Z,693bd9413760f69af602e1bd,2025-12-12T08:58:41.975000,2025-12-24T15:07:00.505000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"from a tablet 500 ml(מטבלייז 500 מל)""""",תרופה,5,2,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":3},{""location"":""חדר ניתוח"",""quantity"":2}]",,שירז איגנץ,2025-12-12T08:57:51.061Z,693bd90f52913ea91b590395,2025-12-12T08:57:51.242000,2025-12-12T08:57:51.242000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Syringe 5 ml 100 pcs (מזרק 5 מל 100 יח')""""",ציוד רפואי,4,2,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":1},{""location"":""חדרי אשפוז"",""quantity"":3}]",,שירז איגנץ,2025-12-12T08:56:55.702Z,693bd8d7614aa1123821434e,2025-12-12T08:56:55.902000,2025-12-12T08:56:55.902000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"3 ml syringe 100 pcs (מזרק 3 מל  100 יח')""""",ציוד רפואי,10,4,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":10}]",,שירז איגנץ,2025-12-12T08:56:34.169Z,693bd8c253281df6bb611c91,2025-12-12T08:56:34.361000,2025-12-12T08:56:34.361000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"60 ml syringe (מזרק 60 מל)""""",ציוד רפואי,1,1,"[{""location"":""חדרי אשפוז"",""quantity"":1}]",,שירז איגנץ,2026-01-19T12:43:12.025Z,693bd8a6a5946c923ee43cdc,2025-12-12T08:56:06.189000,2026-01-19T12:43:13.571000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"20 ml syringe (מזרק 20 מל)""""",ציוד רפואי,3,2,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":1},{""location"":""חדרי אשפוז"",""quantity"":2}]",,שירז איגנץ,2025-12-12T08:55:51.248Z,693bd897a92b7b8412ccd7d6,2025-12-12T08:55:51.431000,2025-12-12T08:55:51.431000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"10 ml syringe (מזרק 10 מל)""""",ציוד רפואי,3,2,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":1},{""location"":""חדרי אשפוז"",""quantity"":2}]",,שירז איגנץ,2025-12-12T08:55:24.603Z,693bd87c3f32d68c21fbf41b,2025-12-12T08:55:24.956000,2025-12-12T08:55:24.956000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Insulin syringe (מזרק אינסולין),ציוד רפואי,1,1,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":1}]",,שירז איגנץ,2025-12-12T08:51:37.436Z,693bd799ccf412e21dfdd2ad,2025-12-12T08:51:37.598000,2025-12-12T08:51:37.598000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Nexgard 10-25 kg for dogs (נקסגארד 10-25 קג לכלב)""""",תכשיר,9,0,"[{""location"":""קבלה"",""quantity"":2},{""location"":""חדר בדיקות 1"",""quantity"":7}]",,שירז איגנץ,2025-12-12T08:51:20.906Z,693bd7894a6937f48d83a314,2025-12-12T08:51:21.078000,2025-12-12T08:51:21.078000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Tranexamic - Med for injection 100 mg - 5 ampoules (טרנקסמיק - מדו להזרקה 100 מג -5 אמפולות)""""",תרופה,1,1,"[{""location"":""חדר ניתוח"",""quantity"":1}]",,שירז איגנץ,2025-12-12T08:49:50.063Z,693bd72e449414dff876e563,2025-12-12T08:49:50.636000,2025-12-12T08:49:50.636000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Enrofloxacin 5% 100 ml for injection (אנרופלוקססין 5% 100 מל להזרקה)""""",תרופה,2,2,"[{""location"":""חדרי אשפוז"",""quantity"":2}]",,שירז איגנץ,2025-12-12T09:52:16.342Z,693bd41a608e03100effd31d,2025-12-12T08:36:42.429000,2025-12-12T09:52:16.827000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Fiberplex 15ml (פייברפלקס מל )""""",תכשיר,9,3,"[{""location"":""קבלה"",""quantity"":9}]",,שירז איגנץ,2025-12-12T08:36:31.307Z,693bd40f37c62cc9eda12f79,2025-12-12T08:36:31.529000,2025-12-12T08:36:31.529000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Remdil 50 mg/mL for injection (רמדיל 50 מג/מ""""ל להזרקה)""""",תרופה,2,2,"[{""location"":""חדר ניתוח"",""quantity"":2}]",,שירז איגנץ,2025-12-28T12:42:32.176Z,693bd3f9a47f658fbf38646c,2025-12-12T08:36:09.193000,2025-12-28T12:42:33.117000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Alsaron 40 mg (אלסרון 40 מג)""""",תרופה,1,1,"[{""location"":""חדר ניתוח"",""quantity"":1}]",,שירז איגנץ,2025-12-12T08:35:44.056Z,693bd3e03f8a4b6eda248936,2025-12-12T08:35:44.354000,2025-12-12T08:35:44.354000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
כפפות סטריליות עם טלק (מידה 6) - 50 יח',ציוד רפואי,2,2,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":2}]",,שירז איגנץ,2025-12-21T12:50:48.026Z,693bd3bfcc88063e818d3277,2025-12-12T08:35:11.744000,2025-12-21T12:50:49.990000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"מבחנות וואקו Cat Serum + ג'ל 5 מל (צהוב) - 13*100 מ""""ב""""",ציוד רפואי,2,1,"[{""location"":""חדר בדיקות 1"",""quantity"":2}]",,שירז איגנץ,2025-12-12T08:34:48.726Z,693bd3a86037037be9bac805,2025-12-12T08:34:48.919000,2025-12-12T08:34:48.919000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"אסיוול 10 מג/2 מ""""ל (10 אמפ')""""",תרופה,1,1,"[{""location"":""חדר ניתוח"",""quantity"":1}]",,שירז איגנץ,2025-12-12T08:34:37.267Z,693bd39d23e162fbda00edf5,2025-12-12T08:34:37.504000,2025-12-12T08:34:37.504000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Dectomax 500 ml (דקטומקס 500 מל)""""",תרופה,1,1,"[{""location"":""חדר בדיקות 1"",""quantity"":1}]",,שירז איגנץ,2025-12-21T12:29:53.229Z,693bd366cc88063e818d3239,2025-12-12T08:33:42.018000,2025-12-21T12:29:53.856000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Dolpus Tablets Against Eating Feces 90 Tablets ( דולפוס טבליות נגד אכילת צואה 90 י'ח),תרופה,3,2,"[{""location"":""קבלה"",""quantity"":3}]",,שירז איגנץ,2025-12-12T08:23:42.865Z,693bd10ff06778aac79f4a01,2025-12-12T08:23:43.031000,2025-12-12T08:23:43.031000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Dodecyl Vitamin B1 (100 ml) (דודיסל ויטמין B1 (100 מל) """"",תרופה,1,1,"[{""location"":""חדר בדיקות 1"",""quantity"":1}]",,שירז איגנץ,2025-12-12T08:22:12.153Z,693bd0b483b45928f7e2fd08,2025-12-12T08:22:12.325000,2025-12-12T08:22:12.325000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Toboss Cruise 3.5 + Balloon (טובוס קרוז  3.5 + בלון),ציוד רפואי,8,2,"[{""location"":""חדר ניתוח"",""quantity"":8}]",,שירז איגנץ,2025-12-12T08:19:23.958Z,693bd00c590472aa9a0fb689,2025-12-12T08:19:24.134000,2025-12-12T08:19:24.134000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Tube 3 + balloon (טובוס 3 + בלון),ציוד רפואי,2,2,"[{""location"":""חדר ניתוח"",""quantity"":2}]",,שירז איגנץ,2025-12-12T08:18:30.123Z,693bcfd60db66b811642eae3,2025-12-12T08:18:30.620000,2025-12-12T08:18:30.620000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
industrial paper (נייר תעשייתי),ציוד רפואי,8,3,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":8}]",,שירז איגנץ,2025-12-12T08:03:01.445Z,693bcc356a07287b1088263f,2025-12-12T08:03:01.645000,2025-12-12T08:03:01.645000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Schepedal 100 pcs (שפדל 100 יח'),ציוד רפואי,6,4,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":6}]",,שירז איגנץ,2026-01-11T07:43:49.074Z,693bcc243f32d68c21fbdaef,2025-12-12T08:02:44.771000,2026-01-11T07:43:49.880000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Rimadyl 50 mg injection (רימדיל 50 מג הזרקה)""""",תרופה,2,2,"[{""location"":""חדר ניתוח"",""quantity"":2}]",,שירז איגנץ,2025-12-12T08:02:17.215Z,693bcc09746ec39b4485344e,2025-12-12T08:02:17.406000,2025-12-12T08:02:17.406000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Ronip Ear Drops 15 ML (טיפות אוזניים רוניפ 15 מל)""""",תרופה,8,4,"[{""location"":""חדר בדיקות 1"",""quantity"":0},{""location"":""חדר בדיקות 2"",""quantity"":8}]",,שירז איגנץ,2026-01-19T12:20:20.014Z,693bcbfbfe9f6970fccb8c66,2025-12-12T08:02:03.960000,2026-01-19T12:20:21.495000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Canidryl Snap 100 Mg 100 Tabs For Dogs (קנידריל 100 מג 100 טבליות לכלבים)""""",תרופה,2,2,"[{""location"":""חדר בדיקות 1"",""quantity"":1},{""location"":""חדר בדיקות 2"",""quantity"":1}]",,שירז איגנץ,2025-12-12T08:01:37.607Z,693bcbe13f32d68c21fbdad0,2025-12-12T08:01:37.818000,2025-12-12T08:01:37.818000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Clindamycin 220 mg (קלינדמציין 220 מג)""""",תרופה,1,1,"[{""location"":""חדר בדיקות 1"",""quantity"":1}]",,שירז איגנץ,2026-01-04T12:54:50.757Z,693bcbadeae77a712d6cf772,2025-12-12T08:00:45.645000,2026-01-04T12:54:55.311000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Sterile 6.5 surgical gloves (כפפות ניתוח 6.5 סטריליות),ציוד רפואי,3,0,"[{""location"":""חדר ניתוח"",""quantity"":3}]",,שירז איגנץ,2025-12-12T08:00:27.399Z,693bcb9b5999901b505bf3cd,2025-12-12T08:00:27.612000,2025-12-12T08:00:27.612000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Elizabethan collar 7.5 cm (קולר אליזבטי 7.5 סמ)""""",ציוד רפואי,10,4,"[{""location"":""חדרי אשפוז"",""quantity"":10}]",,שירז איגנץ,2025-12-12T08:00:15.040Z,693bcb8f29bd4036048ab97e,2025-12-12T08:00:15.234000,2025-12-12T08:00:15.234000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Elizabethan collar 20 cm (קולר אליזבטי 20 סמ)""""",ציוד רפואי,9,4,"[{""location"":""חדרי אשפוז"",""quantity"":9}]",,שירז איגנץ,2025-12-12T07:59:55.977Z,693bcb7cabe70badd7fb1f0e,2025-12-12T07:59:56.243000,2025-12-12T07:59:56.243000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Elizabethan collar 10 cm (קולר אליזבטי 10 סמ)""""",ציוד רפואי,8,4,"[{""location"":""חדרי אשפוז"",""quantity"":8}]",,שירז איגנץ,2025-12-12T07:59:28.936Z,693bcb61c19903120e8ed7a1,2025-12-12T07:59:29.379000,2025-12-12T07:59:29.379000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"פנרוס דריין צינור לטקס סטר' (נקז) 1""""",ציוד רפואי,3,2,"[{""location"":""חדר ניתוח"",""quantity"":3}]",,שירז איגנץ,2025-12-12T06:54:20.228Z,693bbc1ca60074f97d66a18e,2025-12-12T06:54:20.386000,2025-12-12T06:54:20.386000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Toboss Cruise 8.5 + Balloon (טובוס קרוז 8.5 + בלון),ציוד רפואי,3,2,"[{""location"":""חדר ניתוח"",""quantity"":3}]",,שירז איגנץ,2025-12-12T06:53:49.317Z,693bbbfda47f658fbf3845fe,2025-12-12T06:53:49.803000,2025-12-12T06:53:49.803000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Surgical instrument cleaning brush (מברשת לניקוי כלים כירורגיים),ציוד רפואי,1,1,"[{""location"":""חדר ניתוח"",""quantity"":1}]",,שירז איגנץ,2025-12-12T06:49:16.199Z,693bbaed8c79854faf061a54,2025-12-12T06:49:17.178000,2025-12-12T06:49:17.178000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Jørgensen Thin Vein Blocker - 2 weeks (חוסם ורידים דק גו'רגנסן - 2 י'ח),ציוד רפואי,3,3,"[{""location"":""חדר ניתוח"",""quantity"":1},{""location"":""חדר בדיקות 1"",""quantity"":1},{""location"":""חדר בדיקות 2"",""quantity"":1}]",,שירז איגנץ,2025-12-12T06:48:42.091Z,693bbacbd2f0e32852be5e49,2025-12-12T06:48:43.332000,2025-12-12T06:48:43.332000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Frontline spray 250 ml (פרונטליין ספריי 250 מל)""""",אחר,1,1,"[{""location"":""חדר בדיקות 1"",""quantity"":1}]",,שירז איגנץ,2025-12-12T06:41:12.512Z,693bb909e67b0d69b289dd01,2025-12-12T06:41:13.468000,2025-12-12T06:41:13.468000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Otoscope Speculum Set (סט ספקולות לאוטוסקופ),ציוד רפואי,1,1,"[{""location"":""חדר בדיקות 1"",""quantity"":1}]",,שירז איגנץ,2025-12-12T06:38:04.609Z,693bb84d4c3b8a48998ffa90,2025-12-12T06:38:05.604000,2025-12-12T06:38:05.604000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Mini Wireback Chips 10 pcs (שבבי מיני וירבק 10 יח ),ציוד רפואי,7,4,"[{""location"":""חדר בדיקות 1"",""quantity"":7}]",,שירז איגנץ,2025-12-12T06:34:06.553Z,693bb75fcb3c3a93c10c2343,2025-12-12T06:34:07.537000,2025-12-12T06:34:07.537000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
חטיף כלבים,מזון,0,0,"[]",,שירז איגנץ,2026-01-11T07:43:24.526Z,693bb712580b78defb6d0a49,2025-12-12T06:32:50.439000,2026-01-11T07:43:25.205000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
butterfly needle (מחט פרפר),ציוד רפואי,1,1,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":1}]",,שירז איגנץ,2025-12-11T14:22:15.825Z,693ad3990821499dd1801f72,2025-12-11T14:22:17.721000,2025-12-11T14:22:17.721000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
hydrogen peroxide (מי חמצן),ציוד רפואי,3,2,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":3}]",,שירז איגנץ,2026-01-04T13:17:06.150Z,693ad390b40d5d97877f14c7,2025-12-11T14:22:08.103000,2026-01-04T13:17:09.816000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"552J0258 sterile surface (סדין סטרילי 90 סמ*91מ')""""",ציוד רפואי,1,1,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":1}]",,שירז איגנץ,2025-12-11T14:21:35.999Z,693ad37186ce5f225ed59b52,2025-12-11T14:21:37.837000,2025-12-11T14:21:37.837000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
heating lamp (מנורת חימום),ציוד רפואי,4,4,"[{""location"":""חדרי אשפוז"",""quantity"":4}]",,שירז איגנץ,2025-12-11T14:21:20.106Z,693ad36051e6bfe54693929a,2025-12-11T14:21:20.925000,2025-12-11T14:21:20.925000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Cute tic (קיוט טיק - מקלוני אוזניים),ציוד רפואי,6,4,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":6}]",,שירז איגנץ,2025-12-11T14:21:03.956Z,693ad350fd17aef2939e8c36,2025-12-11T14:21:04.782000,2025-12-11T14:21:04.782000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Square pack 50 pcs (תרכיב מרובע 50 יח'),תרופה,3,2,"[{""location"":""חדר בדיקות 1"",""quantity"":3}]",,שירז איגנץ,2025-12-11T14:20:34.220Z,693ad33335fb6b1b36871257,2025-12-11T14:20:35.039000,2025-12-11T14:20:35.039000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Silver spray (ספריי כסף),ציוד רפואי,2,2,"[{""location"":""חדר ניתוח"",""quantity"":2}]",,שירז איגנץ,2025-12-11T14:20:16.293Z,693ad32157962439f3de4763,2025-12-11T14:20:17.178000,2025-12-11T14:20:17.178000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Scalpel 15-  100 pcs (סקלפל 15 - 100 י'ח),ציוד רפואי,1,1,"[{""location"":""חדר ניתוח"",""quantity"":1}]",,שירז איגנץ,2025-12-11T14:20:03.179Z,693ad31450b256ec791d1329,2025-12-11T14:20:04.014000,2025-12-11T14:20:04.014000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Furosemide 20 mg/2 ml (פוסיד אמפולות),תרופה,4,1,"[{""location"":""חדר ניתוח"",""quantity"":4}]",,שירז איגנץ,2025-12-11T14:19:49.096Z,693ad3053c0991861529fb47,2025-12-11T14:19:49.946000,2025-12-11T14:19:49.946000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
